City,Vehicle Type,Alcohol,Butane,Compressed Natural Gas,Diesel,Electric,Gasoline,Hybrid,Hydrogen,Liquefied Natural Gas,Other,Plug-in Hybrid,Propane,Steam,TOTAL
WOODLAND HILLS,Light Truck,0,0,1,115,9,689,22,0,0,0,1,0,0,837
WOODLAND HILLS,Heavy Truck,0,0,0,39,0,7,0,0,0,0,0,0,0,46
WOODRUFF,Motorcycle - Standard,0,0,0,0,0,6,0,0,0,0,0,0,0,6
WOODRUFF,Passenger - Standard,0,0,0,1,0,147,3,0,0,0,0,0,0,151
WOODRUFF,Light Truck,0,0,0,89,0,223,1,0,0,0,1,0,0,314
WOODRUFF,Heavy Truck,0,0,0,24,0,3,0,0,0,0,0,0,0,27
WOODS CROSS,Motorcycle - Standard,0,0,0,0,0,325,0,0,0,0,0,0,0,325
WOODS CROSS,Passenger - Standard,0,1,10,30,23,3776,124,0,0,0,17,0,0,3981
WOODS CROSS,Light Truck,0,0,3,437,7,4117,63,0,0,0,7,0,0,4634
WOODS CROSS,Heavy Truck,0,0,3,289,0,62,0,0,0,0,0,0,0,354
WOODS CROSS,Heavy Truck,0,0,3,289,0,62,0,0,0,0,0,0,0,354
WOODS CROSS,Heavy Truck,0,0,3,289,0,62,0,0,0,0,0,0,0,354
WOODS CROSS,Heavy Truck,0,0,3,289,0,62,0,0,0,0,0,0,0,354
WOODS CROSS,Heavy Truck,0,0,3,289,0,62,0,0,0,0,0,0,0,354
