City,Alcohol,Butane,Compressed Natural Gas,Diesel,Electric,Gasoline,Hybrid,Hydrogen,Liquefied Natural Gas,Other,Plug-in Hybrid,Propane,Steam,TOTAL,Year
FORT DUCHESNE,,0,0,0,0,47,0,0,0,0,0,0,0,47,2021
FORT DUCHESNE,,0,0,2,0,579,2,0,0,0,1,0,0,584,2021
FORT DUCHESNE,,0,1,198,0,988,1,0,0,0,0,1,0,1189,2021
FORT DUCHESNE,,0,0,133,0,20,0,0,0,0,0,0,0,153,2021
FOUNTAIN GREEN,,0,0,0,0,27,0,0,0,0,0,0,0,27,2021
FOUNTAIN GREEN,,0,4,13,1,623,8,0,0,0,0,0,0,649,2021
FOUNTAIN GREEN,,0,0,206,0,640,2,0,0,0,0,0,0,848,2021
FOUNTAIN GREEN,,0,0,49,0,15,0,0,0,0,0,0,0,64,2021
FRANCIS,,0,0,0,0,52,0,0,0,0,0,0,0,52,2021
FRANCIS,,0,2,6,2,397,6,0,0,0,1,0,0,414,2021
FRANCIS,,0,0,165,0,603,7,0,0,0,0,0,0,775,2021
FRANCIS,,0,0,34,0,5,0,0,0,0,0,0,0,39,2021
FREMONT,,0,0,0,0,4,0,0,0,0,0,0,0,4,2021
FREMONT,,0,1,1,0,120,2,0,0,0,0,0,0,124,2021
FREMONT,,0,1,56,0,185,0,0,0,0,0,0,0,242,2021
FREMONT,,0,0,6,0,0,0,0,0,0,0,0,0,6,2021
FRUIT HEIGHTS,,0,0,0,0,188,0,0,0,0,0,0,0,188,2021
FRUIT HEIGHTS,,0,13,18,33,2124,70,0,0,0,12,0,0,2270,2021
FRUIT HEIGHTS,,0,5,150,11,2059,30,0,0,0,6,0,0,2261,2021
FRUIT HEIGHTS,,0,0,17,0,23,0,0,0,0,0,0,0,40,2021
FRUITLAND,,0,0,0,0,13,0,0,0,0,0,0,0,13,2021
FRUITLAND,,0,0,10,0,408,4,0,0,0,0,0,0,422,2021
FRUITLAND,,0,0,224,0,521,2,0,0,0,0,0,0,747,2021
FRUITLAND,,0,0,60,0,5,0,0,0,0,0,0,0,65,2021
GARDEN CITY,,0,0,0,0,64,0,0,0,0,0,0,0,64,2021
GARDEN CITY,,0,3,12,1,434,13,0,0,1,3,0,0,467,2021
GARDEN CITY,,0,3,212,0,651,3,0,0,0,0,0,0,869,2021
GARDEN CITY,,0,0,51,0,22,0,0,0,0,0,0,0,73,2021
GARLAND,,0,0,0,0,104,0,0,0,0,0,0,0,104,2021
GARLAND,,0,3,21,4,1746,31,0,0,0,7,0,0,1812,2021
GARLAND,,0,2,517,0,1657,8,0,0,0,0,0,0,2184,2021
GARLAND,,0,0,142,0,35,0,0,0,0,0,0,0,177,2021
GENOLA,,0,0,0,0,40,0,0,0,0,0,0,0,40,2021
GENOLA,,0,3,9,2,505,11,0,0,0,2,0,0,532,2021
GENOLA,,0,2,196,1,562,3,0,0,0,0,0,0,764,2021
GENOLA,,0,0,76,0,7,0,0,0,0,0,0,0,83,2021
GLENDALE,,0,0,0,0,5,0,0,0,0,0,0,0,5,2021
GLENDALE,,0,0,4,0,144,2,0,0,0,0,0,0,150,2021
GLENDALE,,0,0,86,0,249,0,0,0,0,0,0,0,335,2021
GLENDALE,,0,0,14,0,4,0,0,0,0,0,0,0,18,2021
GLENWOOD,,0,0,0,0,19,0,0,0,0,0,0,0,19,2021
GLENWOOD,,0,3,6,0,198,7,0,0,0,0,0,0,214,2021
GLENWOOD,,0,1,96,0,307,2,0,0,0,0,0,0,406,2021
GLENWOOD,,0,0,18,0,1,0,0,0,0,0,0,0,19,2021
GOSHEN,,0,0,0,0,8,0,0,0,0,0,0,0,8,2021
GOSHEN,,0,1,3,1,393,8,0,0,0,1,0,0,407,2021
GOSHEN,,0,0,116,0,363,0,0,0,0,0,0,0,479,2021
GOSHEN,,0,0,31,0,5,0,0,0,0,0,0,0,36,2021
GRANTSVILLE,,0,0,0,0,398,0,0,0,0,0,0,0,398,2021
GRANTSVILLE,,0,10,86,17,6080,124,0,0,0,11,0,0,6328,2021
GRANTSVILLE,,0,11,1613,4,5094,22,0,0,0,2,1,0,6747,2021
GRANTSVILLE,,0,0,229,0,95,0,0,0,0,0,0,0,324,2021
GREEN RIVER,,0,0,0,0,17,0,0,0,0,0,0,0,17,2021
GREEN RIVER,,0,1,7,0,400,9,0,0,0,1,0,0,418,2021
GREEN RIVER,,0,0,144,0,501,2,0,0,0,0,0,0,647,2021
GREEN RIVER,,0,0,55,0,8,0,0,0,0,0,0,0,63,2021
GREENVILLE,,0,0,0,0,1,0,0,0,0,0,0,0,1,2021
GREENVILLE,,0,0,1,0,62,0,0,0,0,0,0,0,63,2021
GREENVILLE,,0,0,32,0,88,1,0,0,0,0,0,0,121,2021
GREENVILLE,,0,0,1,0,1,0,0,0,0,0,0,0,2,2021
GUNNISON,,0,0,0,0,41,0,0,0,0,0,0,0,41,2021
GUNNISON,,0,1,5,1,835,12,0,0,0,1,0,0,855,2021
GUNNISON,,0,1,218,0,1048,1,0,0,0,0,0,0,1268,2021
GUNNISON,,0,0,80,0,13,0,0,0,0,0,0,0,93,2021
HANKSVILLE,,0,0,0,0,9,0,0,0,0,0,0,0,9,2021
HANKSVILLE,,0,0,0,0,100,0,0,0,0,0,0,0,100,2021
HANKSVILLE,,0,0,44,0,104,1,0,0,0,0,0,0,149,2021
HANKSVILLE,,0,0,19,0,3,0,0,0,0,0,0,0,22,2021
HANNA,,0,0,0,0,6,0,0,0,0,0,0,0,6,2021
HANNA,,0,0,0,0,112,1,0,0,0,0,0,0,113,2021
HANNA,,0,1,50,0,126,1,0,0,0,0,0,0,178,2021
HANNA,,0,0,8,0,2,0,0,0,0,0,0,0,10,2021
HARRISVILLE,,0,0,0,1,164,0,0,0,0,0,0,0,165,2021
HARRISVILLE,,0,3,14,7,1809,30,0,0,0,1,0,0,1864,2021
HARRISVILLE,,0,2,310,1,1705,20,0,0,0,0,1,0,2039,2021
HARRISVILLE,,0,0,45,0,29,0,0,0,0,0,0,0,74,2021
HATCH,,0,0,0,0,15,0,0,0,0,0,0,0,15,2021
HATCH,,0,0,0,0,102,2,0,0,0,0,0,0,104,2021
HATCH,,0,0,71,0,263,0,0,0,0,0,0,0,334,2021
HATCH,,0,0,38,0,3,0,0,0,0,0,0,0,41,2021
HEBER,,0,0,1,0,9,1,0,0,0,0,0,0,11,2021
HEBER,,0,0,2,0,8,1,0,0,0,0,0,0,11,2021
HEBER,,0,0,1,0,0,0,0,0,0,0,0,0,1,2021
HELPER,,0,0,0,0,134,0,0,0,0,0,0,0,134,2021
HELPER,,0,8,19,1,1762,27,0,0,0,2,0,0,1819,2021
HELPER,,0,3,450,0,2019,6,0,0,0,0,0,0,2478,2021
HELPER,,0,0,94,0,32,0,0,0,0,0,0,0,126,2021
HENEFER,,0,0,0,0,35,0,0,0,0,0,0,0,35,2021
HENEFER,,0,1,9,0,473,18,0,0,0,3,0,0,504,2021
HENEFER,,0,0,209,0,580,6,0,0,0,2,0,0,797,2021
HENEFER,,0,0,64,0,6,0,0,0,0,0,0,0,70,2021
HENRIEVILLE,,0,0,0,0,3,0,0,0,0,0,0,0,3,2021
HENRIEVILLE,,0,0,0,0,83,2,0,0,0,0,0,0,85,2021
HENRIEVILLE,,0,0,39,0,113,1,0,0,0,0,0,0,153,2021
HENRIEVILLE,,0,0,2,0,1,0,0,0,0,0,0,0,3,2021
HERRIMAN,,0,0,0,2,1160,0,0,0,0,0,0,0,1162,2021
HERRIMAN,,0,32,128,161,15060,499,0,0,1,73,0,0,15954,2021
HERRIMAN,,0,18,1967,28,16151,158,0,0,0,15,1,0,18338,2021
HERRIMAN,,0,1,348,0,183,0,0,0,0,0,0,0,532,2021
HIDEOUT,,0,0,0,0,19,0,0,0,0,0,0,0,19,2021
HIDEOUT,,0,1,1,4,245,3,0,0,0,1,0,0,255,2021
HIDEOUT,,0,0,23,6,421,7,0,0,0,1,0,0,458,2021
HIDEOUT,,0,0,3,0,2,0,0,0,0,0,0,0,5,2021
HIGHLAND,,0,0,0,0,485,0,0,0,0,0,0,0,485,2021
HIGHLAND,,0,22,80,111,6384,256,0,1,0,35,0,0,6889,2021
HIGHLAND,,0,7,797,41,6898,98,0,0,0,12,0,0,7853,2021
HIGHLAND,,0,0,225,0,59,0,0,0,0,0,0,0,284,2021
HILDALE,,0,0,0,0,11,0,0,0,0,0,0,0,11,2021
HILDALE,,0,0,11,1,402,21,0,0,0,0,0,0,435,2021
HILDALE,,0,1,205,0,486,4,0,0,0,0,0,0,696,2021
HILDALE,,0,0,105,0,5,0,0,0,0,0,0,0,110,2021
HILL AIR FORCE BASE,,0,0,0,0,51,0,0,0,0,0,0,0,51,2021
HILL AIR FORCE BASE,,0,0,12,3,858,16,0,0,0,0,0,0,889,2021
HILL AIR FORCE BASE,,0,0,56,0,1090,5,0,0,0,0,0,0,1151,2021
HILL AIR FORCE BASE,,0,0,30,0,9,0,0,0,0,0,0,0,39,2021
HINCKLEY,,0,0,0,0,10,0,0,0,0,0,0,0,10,2021
HINCKLEY,,0,0,6,0,365,1,0,0,0,1,0,0,373,2021
HINCKLEY,,0,0,130,0,387,0,0,0,0,0,0,0,517,2021
HINCKLEY,,0,0,16,0,4,0,0,0,0,0,0,0,20,2021
HOLDEN,,0,0,0,0,10,0,0,0,0,0,0,0,10,2021
HOLDEN,,0,0,4,0,220,4,0,0,0,1,0,0,229,2021
HOLDEN,,0,1,83,0,284,0,0,0,0,0,0,0,368,2021
HOLDEN,,0,0,18,0,9,0,0,0,0,0,0,0,27,2021
HOLLADAY,,0,0,0,2,426,0,0,0,0,0,0,0,428,2021
HOLLADAY,,0,15,57,121,5190,198,0,0,0,33,0,0,5614,2021
HOLLADAY,,0,4,340,48,5450,97,0,0,0,13,0,0,5952,2021
HOLLADAY,,0,0,47,0,35,0,0,0,0,0,0,0,82,2021
HONEYVILLE,,0,0,0,0,44,0,0,0,0,0,0,0,44,2021
HONEYVILLE,,0,3,8,2,584,13,0,0,0,4,0,0,614,2021
HONEYVILLE,,0,2,215,0,510,3,0,0,0,0,0,0,730,2021
HONEYVILLE,,0,0,47,0,9,0,0,0,0,0,0,0,56,2021
HOOPER,,0,0,0,0,275,0,0,0,0,0,0,0,275,2021
HOOPER,,1,14,59,13,3560,73,0,0,1,11,0,0,3732,2021
HOOPER,,0,10,1085,1,3396,32,0,0,0,1,0,0,4525,2021
HOOPER,,0,0,172,0,74,0,0,0,0,0,1,0,247,2021
HOWELL,,0,0,0,0,5,0,0,0,0,0,0,0,5,2021
HOWELL,,0,0,4,0,126,5,0,0,0,0,0,0,135,2021
HOWELL,,0,1,60,0,109,1,0,0,0,0,0,0,171,2021
HOWELL,,0,0,11,0,2,0,0,0,0,0,0,0,13,2021
HUNTINGTON,,0,0,0,0,46,0,0,0,0,0,0,0,46,2021
HUNTINGTON,,0,0,0,0,1,0,0,0,0,0,0,0,1,2021
HUNTINGTON,,0,4,20,0,1047,10,0,0,0,2,0,0,1083,2021
HUNTINGTON,,0,2,411,0,1278,5,0,0,0,0,0,0,1696,2021
HUNTINGTON,,0,0,258,0,27,0,0,0,0,0,0,0,285,2021
HUNTSVILLE,,0,0,0,2,166,0,0,0,0,0,0,0,168,2021
HUNTSVILLE,,0,7,27,7,893,25,0,0,0,4,0,0,963,2021
HUNTSVILLE,,0,2,285,6,1248,16,0,0,0,1,0,0,1558,2021
HUNTSVILLE,,0,0,53,0,17,0,0,0,0,0,0,0,70,2021
HURRICANE,,0,0,0,0,858,0,0,0,1,0,0,0,859,2021
HURRICANE,,0,28,179,25,7937,311,0,0,0,22,0,0,8502,2021
HURRICANE,,0,35,1719,9,9072,70,0,0,0,6,1,0,10912,2021
HURRICANE,,0,5,753,0,200,0,0,0,0,0,1,0,959,2021
HYDE PARK,,0,0,0,0,187,0,0,0,1,0,0,0,188,2021
HYDE PARK,,0,5,17,9,1801,50,0,0,0,4,0,0,1886,2021
HYDE PARK,,0,5,257,2,2144,25,0,0,0,3,0,0,2436,2021
HYDE PARK,,0,0,93,0,26,0,0,0,0,0,0,0,119,2021
HYRUM,,0,0,0,0,251,0,0,0,0,0,0,0,251,2021
HYRUM,,0,8,44,5,3317,65,0,0,0,11,0,0,3450,2021
HYRUM,,0,8,440,0,3414,21,0,0,0,0,0,0,3883,2021
HYRUM,,0,1,115,0,31,0,0,0,0,0,0,0,147,2021
INDIANOLA,,0,0,0,0,9,0,0,0,0,0,0,0,9,2021
INDIANOLA,,0,1,3,1,58,0,0,0,0,1,0,0,64,2021
INDIANOLA,,0,0,34,0,76,0,0,0,0,0,0,0,110,2021
IVINS,,0,0,0,1,373,0,0,0,0,0,0,0,374,2021
IVINS,,0,0,0,0,1,0,0,0,0,0,0,0,1,2021
IVINS,,0,12,65,27,3717,187,0,0,0,21,0,0,4029,2021
IVINS,,0,14,509,10,4052,75,0,0,0,13,0,0,4673,2021
IVINS,,0,1,136,0,57,0,0,0,0,0,0,0,194,2021
JENSEN,,0,0,0,0,31,0,0,0,0,0,0,0,31,2021
JENSEN,,0,1,1,0,237,4,0,0,0,0,0,0,243,2021
JENSEN,,0,0,175,0,434,1,0,0,0,0,0,0,610,2021
JENSEN,,0,0,34,0,4,0,0,0,0,0,0,0,38,2021
JOSEPH,,0,0,0,0,22,0,0,0,0,0,0,0,22,2021
JOSEPH,,0,0,1,0,229,3,0,0,0,0,0,0,233,2021
JOSEPH,,0,0,77,1,228,0,0,0,0,0,0,0,306,2021
JOSEPH,,0,0,9,0,8,0,0,0,0,0,0,0,17,2021
JUNCTION,,0,0,0,0,7,0,0,0,0,0,0,0,7,2021
JUNCTION,,0,0,1,0,128,1,0,0,0,0,0,0,130,2021
JUNCTION,,0,1,57,0,123,0,0,0,0,0,0,0,181,2021
JUNCTION,,0,0,47,0,5,0,0,0,0,0,0,0,52,2021
KAMAS,,0,0,0,3,275,0,0,0,0,0,0,0,278,2021
KAMAS,,0,0,0,1,0,0,0,0,0,0,0,0,1,2021
KAMAS,,0,9,38,19,2457,56,0,1,0,5,0,0,2585,2021
KAMAS,,0,8,854,5,3851,51,0,0,0,10,0,0,4779,2021
KAMAS,,0,1,236,0,49,0,0,0,0,0,0,0,286,2021
KANAB,,0,0,0,0,212,0,0,0,0,0,0,0,212,2021
KANAB,,0,0,0,1,0,0,0,0,0,0,0,0,1,2021
KANAB,,0,1,48,4,1952,51,0,0,0,2,0,0,2058,2021
KANAB,,0,2,569,1,3472,19,0,0,0,0,0,0,4063,2021
KANAB,,0,0,229,0,67,0,0,0,0,0,0,0,296,2021
KANARRAVILLE,,0,0,0,0,15,0,0,0,0,0,0,0,15,2021
KANARRAVILLE,,0,0,5,0,167,2,0,0,0,0,0,0,174,2021
KANARRAVILLE,,0,1,92,0,282,2,0,0,0,0,0,0,377,2021
KANARRAVILLE,,0,0,18,0,5,0,0,0,0,0,0,0,23,2021
KANOSH,,0,0,0,0,24,0,0,0,0,0,0,0,24,2021
KANOSH,,0,3,9,0,293,7,0,0,0,1,0,0,313,2021
KANOSH,,0,1,96,0,333,0,0,0,0,0,0,0,430,2021
KANOSH,,0,0,17,0,5,0,0,0,0,0,0,0,22,2021
KAYSVILLE,,0,0,0,0,857,0,0,0,1,0,0,0,858,2021
KAYSVILLE,,0,0,0,1,0,0,0,0,0,0,0,0,1,2021
KAYSVILLE,,0,53,136,94,11825,422,0,0,0,59,0,0,12589,2021
KAYSVILLE,,0,11,1004,23,11198,163,0,0,0,10,0,0,12409,2021
KAYSVILLE,,0,2,231,0,152,0,0,0,0,0,0,0,385,2021
KEARNS,,0,0,0,0,494,0,0,0,1,0,0,0,495,2021
KEARNS,,0,19,36,19,8888,130,0,0,0,13,0,0,9105,2021
KEARNS,,0,13,589,0,6805,31,0,0,0,0,0,0,7438,2021
KEARNS,,0,0,157,0,69,0,0,0,0,0,0,0,226,2021
KENILWORTH,,0,0,0,0,7,0,0,0,0,0,0,0,7,2021
KENILWORTH,,0,0,2,0,93,3,0,0,0,0,0,0,98,2021
KENILWORTH,,0,0,19,0,113,1,0,0,0,0,0,0,133,2021
KENILWORTH,,0,0,2,0,1,0,0,0,0,0,0,0,3,2021
KINGSTON,,0,0,0,0,2,0,0,0,0,0,0,0,2,2021
KINGSTON,,0,1,0,0,62,0,0,0,0,0,0,0,63,2021
KINGSTON,,0,0,43,0,72,0,0,0,0,0,0,0,115,2021
KINGSTON,,0,0,14,0,0,0,0,0,0,0,0,0,14,2021
KOOSHAREM,,0,0,0,0,15,0,0,0,0,0,0,0,15,2021
KOOSHAREM,,0,0,2,0,120,1,0,0,0,0,0,0,123,2021
KOOSHAREM,,0,0,50,0,183,0,0,0,0,0,0,0,233,2021
KOOSHAREM,,0,0,12,0,6,0,0,0,0,0,0,0,18,2021
LA SAL,,0,0,0,0,16,0,0,0,0,0,0,0,16,2021
LA SAL,,0,0,3,0,173,2,0,0,0,1,0,0,179,2021
LA SAL,,0,0,93,0,321,1,0,0,0,0,0,0,415,2021
LA SAL,,0,0,18,0,1,0,0,0,0,0,0,0,19,2021
LA VERKIN,,0,0,0,0,150,0,0,0,0,0,0,0,150,2021
LA VERKIN,,0,16,22,5,1746,49,0,0,0,4,0,0,1842,2021
LA VERKIN,,0,9,307,0,1789,9,0,0,0,0,0,0,2114,2021
LA VERKIN,,0,0,60,0,25,0,0,0,0,0,0,0,85,2021
LAKE POINT,,0,0,0,0,70,0,0,0,0,0,0,0,70,2021
LAKE POINT,,0,5,16,5,875,32,0,0,0,1,0,0,934,2021
LAKE POINT,,0,2,300,0,947,8,0,0,0,2,0,0,1259,2021
LAKE POINT,,0,0,73,0,23,0,0,0,0,0,0,0,96,2021
LAKETOWN,,0,0,0,0,12,0,0,0,0,0,0,0,12,2021
LAKETOWN,,0,0,1,2,202,5,0,0,0,0,0,0,210,2021
LAKETOWN,,0,0,105,0,251,2,0,0,0,1,0,0,359,2021
LAKETOWN,,0,0,17,0,6,0,0,0,0,0,0,0,23,2021
LAPOINT,,0,0,0,0,24,0,0,0,0,0,0,0,24,2021
LAPOINT,,0,0,2,0,303,2,0,0,0,0,0,0,307,2021
LAPOINT,,0,0,214,0,491,0,0,0,0,0,0,0,705,2021
LAPOINT,,0,0,33,0,4,0,0,0,0,0,0,0,37,2021
LAYTON,,0,0,0,2,1977,0,0,0,1,0,0,0,1980,2021
LAYTON,,0,71,248,159,29363,859,0,1,1,95,0,0,30797,2021
LAYTON,,0,36,2295,30,25529,265,0,0,0,16,0,0,28171,2021
LAYTON,,0,2,584,0,349,0,0,0,0,0,1,0,936,2021
LEAMINGTON,,0,0,0,0,6,0,0,0,0,0,0,0,6,2021
LEAMINGTON,,0,0,4,0,131,1,0,0,0,1,0,0,137,2021
LEAMINGTON,,0,0,72,0,123,0,0,0,0,0,0,0,195,2021
LEAMINGTON,,0,0,7,0,2,0,0,0,0,0,0,0,9,2021
LEEDS,,0,0,0,0,80,0,0,0,0,0,0,0,80,2021
LEEDS,,0,3,21,5,611,24,0,0,0,2,0,0,666,2021
LEEDS,,0,3,206,0,635,8,0,0,0,0,0,0,852,2021
LEEDS,,0,0,26,0,17,0,0,0,0,0,0,0,43,2021
LEHI,,0,0,0,4,1330,0,0,0,0,0,0,0,1334,2021
LEHI,,0,54,193,283,21453,755,0,1,0,113,0,0,22852,2021
LEHI,,0,31,2298,72,22519,232,0,0,0,28,0,0,25180,2021
LEHI,,0,1,1067,0,222,0,0,0,0,0,0,0,1290,2021
LEVAN,,0,0,0,0,27,0,0,0,0,0,0,0,27,2021
LEVAN,,0,1,10,0,486,9,0,0,0,0,0,0,506,2021
LEVAN,,0,0,220,0,498,3,0,0,0,1,0,0,722,2021
LEVAN,,0,0,43,0,8,0,0,0,0,0,0,0,51,2021
LEWISTON,,0,0,0,0,54,0,0,0,0,0,0,0,54,2021
LEWISTON,,0,0,16,0,712,21,0,0,0,2,0,0,751,2021
LEWISTON,,0,2,196,0,753,6,0,0,0,0,0,0,957,2021
LEWISTON,,0,0,107,0,26,0,0,0,0,0,3,0,136,2021
LIBERTY,,0,0,0,0,69,0,0,0,0,0,0,0,69,2021
LIBERTY,,0,4,7,5,426,9,0,0,0,3,0,0,454,2021
LIBERTY,,0,2,157,2,615,3,0,0,0,0,0,0,779,2021
LIBERTY,,0,0,40,0,7,0,0,0,0,0,0,0,47,2021
LINDON,,0,0,0,1,315,0,0,0,0,0,0,0,316,2021
LINDON,,0,25,28,59,4165,167,0,0,0,18,0,0,4462,2021
LINDON,,0,14,637,20,4582,49,0,0,0,6,0,0,5308,2021
LINDON,,0,0,515,0,90,0,0,0,0,0,0,0,605,2021
LOA,,0,0,0,0,19,0,0,0,0,0,0,0,19,2021
LOA,,0,1,8,0,295,4,0,0,0,0,0,0,308,2021
LOA,,0,2,169,0,468,0,0,0,0,0,0,0,639,2021
LOA,,0,0,158,0,22,0,0,0,0,0,0,0,180,2021
LOGAN,,0,0,0,5,1189,0,0,0,1,0,0,0,1195,2021
LOGAN,,0,0,0,1,0,0,0,0,0,0,0,0,1,2021
LOGAN,,0,49,142,63,18042,531,0,0,0,67,0,0,18894,2021
LOGAN,,0,19,1200,15,16458,186,0,0,0,5,0,0,17883,2021
LOGAN,,0,17,1336,1,354,0,0,0,0,0,11,0,1719,2021
LYMAN,,0,0,0,0,6,0,0,0,0,0,0,0,6,2021
LYMAN,,0,0,3,0,107,1,0,0,0,0,0,0,111,2021
LYMAN,,0,0,75,0,153,1,0,0,0,0,0,0,229,2021
LYMAN,,0,0,16,0,3,0,0,0,0,0,0,0,19,2021
MAGNA,,0,0,0,1,615,0,0,0,0,0,0,0,616,2021
MAGNA,,0,16,49,19,10298,181,0,0,0,20,0,0,10583,2021
MAGNA,,0,13,892,3,8205,44,0,0,0,0,0,0,9157,2021
MAGNA,,0,0,339,0,90,0,0,0,0,0,0,0,429,2021
MANILA,,0,0,0,0,34,0,0,0,0,0,0,0,34,2021
MANILA,,0,0,0,0,1,0,0,0,0,0,0,0,1,2021
MANILA,,0,0,2,0,481,8,0,0,0,0,0,0,491,2021
MANILA,,0,3,334,0,688,2,0,0,0,0,0,0,1027,2021
MANILA,,0,0,76,0,18,0,0,0,0,0,0,0,94,2021
MANTI,,0,0,0,0,54,0,0,0,0,0,0,0,54,2021
MANTI,,0,4,14,2,1701,45,0,0,0,1,0,0,1767,2021
MANTI,,0,5,304,2,1770,6,0,0,0,0,0,0,2087,2021
MANTI,,0,0,138,0,35,0,0,0,0,0,0,0,173,2021
MANTUA,,0,0,0,0,44,0,0,0,0,0,0,0,44,2021
MANTUA,,0,2,16,3,548,10,0,0,0,4,0,0,583,2021
MANTUA,,0,0,138,0,525,4,0,0,0,0,0,0,667,2021
MANTUA,,0,0,28,0,10,0,0,0,0,0,0,0,38,2021
MAPLETON,,0,0,0,0,344,0,0,0,0,0,0,0,344,2021
MAPLETON,,0,11,39,46,3862,151,0,0,0,18,0,0,4127,2021
MAPLETON,,0,10,688,12,4174,43,0,0,0,2,1,0,4930,2021
MAPLETON,,0,0,298,0,57,0,0,0,0,0,0,0,355,2021
MARRIOTT-SLATERVILLE,,0,0,0,0,9,0,0,0,0,0,0,0,9,2021
MARRIOTT-SLATERVILLE,,0,1,0,0,88,3,0,0,0,1,0,0,93,2021
MARRIOTT-SLATERVILLE,,0,0,48,0,105,3,0,0,0,0,0,0,156,2021
MARRIOTT-SLATERVILLE,,0,0,26,0,2,0,0,0,0,0,0,0,28,2021
MARYSVALE,,0,0,0,0,27,0,0,0,0,0,0,0,27,2021
MARYSVALE,,0,2,2,0,249,3,0,0,0,0,0,0,256,2021
MARYSVALE,,0,0,106,0,329,0,0,0,0,0,0,0,435,2021
MARYSVALE,,0,0,39,0,3,0,0,0,0,0,0,0,42,2021
MAYFIELD,,0,0,0,0,22,0,0,0,0,0,0,0,22,2021
MAYFIELD,,0,1,4,0,291,5,0,0,0,0,0,0,301,2021
MAYFIELD,,0,0,109,0,407,1,0,0,0,0,0,0,517,2021
MAYFIELD,,0,0,17,0,3,0,0,0,0,0,0,0,20,2021
MEADOW,,0,0,0,0,5,0,0,0,0,0,0,0,5,2021
MEADOW,,0,0,4,0,183,3,0,0,0,0,0,0,190,2021
MEADOW,,0,0,57,0,191,1,0,0,0,0,0,0,249,2021
MEADOW,,0,0,11,0,1,0,0,0,0,0,0,0,12,2021
MENDON,,0,0,0,0,96,0,0,0,0,0,0,0,96,2021
MENDON,,0,3,10,5,821,37,0,0,0,3,0,0,879,2021
MENDON,,0,1,195,1,965,13,0,0,0,0,0,0,1175,2021
MENDON,,0,0,50,0,12,0,0,0,0,0,0,0,62,2021
MEXICAN HAT,,0,0,0,0,2,0,0,0,0,0,0,0,2,2021
MEXICAN HAT,,0,0,0,0,78,1,0,0,0,0,0,0,79,2021
MEXICAN HAT,,0,0,17,0,114,1,0,0,0,0,0,0,132,2021
MEXICAN HAT,,0,0,1,0,1,0,0,0,0,0,0,0,2,2021
MIDVALE,,0,0,0,1,699,0,0,0,0,0,0,0,700,2021
MIDVALE,,0,13,84,82,18575,370,0,0,0,45,0,0,19169,2021
MIDVALE,,0,29,1080,19,18507,146,0,0,0,5,1,0,19787,2021
MIDVALE,,0,71,1382,0,177,0,0,0,0,0,0,0,1630,2021
MIDWAY,,0,0,0,0,359,0,0,0,0,0,0,0,359,2021
MIDWAY,,0,8,57,32,2351,68,0,0,0,8,0,0,2524,2021
MIDWAY,,0,7,520,16,3730,55,0,0,0,7,0,0,4335,2021
MIDWAY,,0,0,96,0,43,0,0,0,0,0,0,0,139,2021
MILFORD,,0,0,0,0,36,0,0,0,0,0,0,0,36,2021
MILFORD,,0,1,6,0,704,10,0,0,0,2,0,0,723,2021
MILFORD,,0,4,226,0,935,4,0,0,0,0,0,0,1169,2021
MILFORD,,0,0,97,0,15,0,0,0,0,0,0,0,112,2021
MILLCREEK,,0,0,0,0,125,0,0,0,0,0,0,0,125,2021
MILLCREEK,,0,0,17,38,1942,96,0,0,0,10,0,0,2103,2021
MILLCREEK,,0,3,76,10,1801,49,0,0,0,4,0,0,1943,2021
MILLCREEK,,0,0,13,0,13,0,0,0,0,0,0,0,26,2021
MILLVILLE,,0,0,0,0,86,0,0,0,0,0,0,0,86,2021
MILLVILLE,,0,2,7,2,817,18,0,0,0,1,0,0,847,2021
MILLVILLE,,0,2,148,0,951,4,0,0,0,0,0,0,1105,2021
MILLVILLE,,0,0,28,0,8,0,0,0,0,0,0,0,36,2021
MINERSVILLE,,0,0,0,0,8,0,0,0,0,0,0,0,8,2021
MINERSVILLE,,0,1,10,1,369,3,0,0,0,0,0,0,384,2021
MINERSVILLE,,0,2,158,0,451,1,0,0,0,0,0,0,612,2021
MINERSVILLE,,0,0,41,0,6,0,0,0,0,0,0,0,47,2021
MOAB,,0,0,0,2,593,0,0,0,0,0,0,0,595,2021
MOAB,,0,0,0,1,0,0,0,0,0,0,0,0,1,2021
MOAB,,0,7,63,7,3648,144,0,0,0,10,0,0,3879,2021
MOAB,,0,10,1007,3,6156,32,0,0,0,6,0,0,7214,2021
MOAB,,0,1,338,0,102,0,0,0,0,0,0,0,441,2021
MONA,,0,0,0,1,66,0,0,0,0,0,0,0,67,2021
MONA,,0,10,21,0,1143,19,0,0,0,5,0,0,1198,2021
MONA,,0,4,506,0,1089,2,0,0,0,0,0,0,1601,2021
MONA,,0,0,498,0,27,0,0,0,0,0,0,0,525,2021
MONROE,,0,0,0,0,77,0,0,0,0,0,0,0,77,2021
MONROE,,0,11,12,2,1309,19,0,0,0,3,0,0,1356,2021
MONROE,,0,5,459,0,1553,6,0,0,0,1,0,0,2024,2021
MONROE,,0,0,110,0,27,0,0,0,0,0,0,0,137,2021
MONTEZUMA CREEK,,0,0,0,0,29,0,0,0,0,0,0,0,29,2021
