City,Alcohol,Butane,Compressed Natural Gas,Diesel,Electric,Gasoline,Hybrid,Hydrogen,Liquefied Natural Gas,Other,Plug-in Hybrid,Propane,Steam,TOTAL,Year
OAKLEY,0,0,0,127,0,27,0,0,0,0,0,0,0,154,2023
OGDEN,0,0,0,0,6,3417,0,0,0,1,0,0,0,3424,2023
OGDEN,0,0,71,340,296,42998,1163,0,0,1,151,0,0,45020,2023
OGDEN,0,0,54,4956,165,45611,722,0,0,0,66,0,0,51574,2023
OGDEN,0,0,13,3524,2,606,0,0,0,1,0,0,0,4146,2023
ORANGEVILLE,0,0,0,0,0,41,0,0,0,0,0,0,0,41,2023
ORANGEVILLE,0,0,1,8,0,541,8,0,0,0,2,0,0,560,2023
ORANGEVILLE,0,0,2,189,0,806,3,0,0,0,0,0,0,1000,2023
ORANGEVILLE,0,0,0,46,0,7,0,0,0,0,0,0,0,53,2023
ORDERVILLE,0,0,0,0,0,10,0,0,0,0,0,0,0,10,2023
ORDERVILLE,0,0,0,3,0,214,2,0,0,0,0,0,0,219,2023
ORDERVILLE,0,0,0,100,0,347,0,0,0,0,0,1,0,448,2023
ORDERVILLE,0,0,0,22,0,4,0,0,0,0,0,0,0,26,2023
OREM,0,0,0,0,14,1918,0,0,0,0,0,0,0,1932,2023
OREM,0,0,73,241,347,32547,1235,0,0,0,159,1,0,34603,2023
OREM,0,0,51,2061,199,30104,657,0,0,0,85,2,0,33159,2023
OREM,0,0,67,1953,0,554,0,0,0,0,0,0,0,2574,2023
PANGUITCH,0,0,0,0,0,73,0,0,0,0,0,0,0,73,2023
PANGUITCH,0,0,1,18,4,830,12,0,0,0,0,0,0,865,2023
PANGUITCH,0,0,3,406,3,1466,17,0,0,0,3,0,0,1898,2023
PANGUITCH,0,0,0,154,0,23,0,0,0,0,0,0,0,177,2023
PARADISE,0,0,0,0,0,67,0,0,0,0,0,0,0,67,2023
PARADISE,0,0,5,14,2,591,11,0,0,0,5,0,0,628,2023
PARADISE,0,0,1,230,6,962,16,0,0,0,1,0,0,1216,2023
PARADISE,0,0,0,62,0,11,0,0,0,0,0,0,0,73,2023
PARAGONAH,0,0,0,0,0,27,0,0,0,0,0,0,0,27,2023
PARAGONAH,0,0,0,9,0,255,4,0,0,0,1,0,0,269,2023
PARAGONAH,0,0,0,142,0,478,3,0,0,0,1,0,0,624,2023
PARAGONAH,0,0,0,36,0,7,0,0,0,0,0,0,0,43,2023
PARK CITY,0,0,0,0,13,1296,0,0,0,0,0,0,0,1309,2023
PARK CITY,0,0,20,174,468,10232,229,0,0,0,71,0,0,11194,2023
PARK CITY,0,0,19,2060,694,22634,684,0,0,0,273,0,0,26364,2023
PARK CITY,0,0,12,638,13,188,0,0,0,0,0,2,0,853,2023
PARK VALLEY,0,0,0,0,0,55,0,0,0,0,0,0,0,55,2023
PARK VALLEY,0,0,0,68,0,101,2,0,0,0,0,0,0,171,2023
PARK VALLEY,0,0,0,43,0,1,0,0,0,0,0,0,0,44,2023
PAROWAN,0,0,0,0,2,156,0,0,0,0,0,0,0,158,2023
PAROWAN,0,0,2,37,9,1246,52,0,0,0,1,0,0,1347,2023
PAROWAN,0,0,0,543,7,2356,29,0,0,0,2,0,0,2937,2023
PAROWAN,0,0,0,174,0,35,0,0,0,0,0,0,0,209,2023
PAYSON,0,0,0,0,1,616,0,0,0,0,0,0,0,617,2023
PAYSON,0,0,15,83,46,7920,203,0,0,0,27,0,0,8294,2023
PAYSON,0,0,11,1376,22,8466,95,0,0,0,21,1,0,9992,2023
PAYSON,0,0,0,414,0,73,0,0,0,0,0,2,0,489,2023
PEOA,0,0,0,0,0,30,0,0,0,0,0,0,0,30,2023
PEOA,0,0,0,7,3,174,1,0,0,0,0,0,0,185,2023
PEOA,0,0,1,105,2,303,4,0,0,0,0,0,0,415,2023
PEOA,0,0,0,35,0,0,0,0,0,0,0,0,0,35,2023
PERRY,0,0,0,0,0,191,0,0,0,0,0,0,0,191,2023
PERRY,0,0,14,26,16,2131,47,0,0,0,9,0,0,2243,2023
PERRY,0,0,6,415,12,2135,36,0,0,0,1,0,0,2605,2023
PERRY,0,0,0,78,0,26,0,0,0,0,0,0,0,104,2023
PINE VALLEY,0,0,0,0,0,9,0,0,0,0,0,0,0,9,2023
PINE VALLEY,0,0,0,2,0,96,7,0,0,0,0,0,0,105,2023
PINE VALLEY,0,0,1,44,0,225,6,0,0,0,0,0,0,276,2023
PINE VALLEY,0,0,0,11,0,1,0,0,0,0,0,0,0,12,2023
PLAIN CITY,0,0,0,0,0,236,0,0,0,1,0,0,0,237,2023
PLAIN CITY,0,0,2,23,22,2120,45,0,0,0,13,0,0,2225,2023
PLAIN CITY,0,0,2,760,5,2768,46,0,0,0,5,0,0,3586,2023
PLAIN CITY,0,0,0,162,0,41,0,0,0,0,0,0,0,203,2023
PLEASANT GROVE,0,0,0,0,3,937,0,0,0,0,0,0,0,940,2023
PLEASANT GROVE,0,0,35,99,157,11703,421,0,0,0,56,0,0,12471,2023
PLEASANT GROVE,0,0,20,1235,93,12612,271,0,0,0,27,0,0,14258,2023
PLEASANT GROVE,0,0,1,478,4,185,0,0,0,0,0,0,0,668,2023
PLEASANT VIEW,0,0,0,0,0,309,0,0,0,0,0,0,0,309,2023
PLEASANT VIEW,0,0,5,40,45,2848,117,0,0,0,13,0,0,3068,2023
PLEASANT VIEW,0,0,9,510,36,3359,73,0,0,0,17,0,0,4004,2023
PLEASANT VIEW,0,0,0,120,0,34,0,0,0,0,0,0,0,154,2023
PLYMOUTH,0,0,0,0,0,27,0,0,0,0,0,0,0,27,2023
PLYMOUTH,0,0,0,5,0,226,3,0,0,0,0,0,0,234,2023
PLYMOUTH,0,0,0,109,0,258,2,0,0,0,0,0,0,369,2023
PLYMOUTH,0,0,0,27,0,4,0,0,0,0,0,0,0,31,2023
PORTAGE,0,0,0,0,0,13,0,0,0,0,0,0,0,13,2023
PORTAGE,0,0,0,5,0,152,7,0,0,0,0,0,0,164,2023
PORTAGE,0,0,0,76,0,141,0,0,0,0,0,0,0,217,2023
PORTAGE,0,0,0,12,0,1,0,0,0,0,0,0,0,13,2023
PRICE,0,0,0,0,0,405,0,0,0,0,0,0,0,405,2023
PRICE,0,0,13,60,7,5406,82,0,0,0,7,0,0,5575,2023
PRICE,0,0,16,1459,9,6762,48,0,0,0,5,0,0,8299,2023
PRICE,0,0,0,521,0,128,0,0,0,0,0,1,0,650,2023
PROVIDENCE,0,0,0,0,1,283,1,0,0,0,0,0,0,285,2023
PROVIDENCE,0,0,6,26,33,2659,100,0,0,0,8,0,0,2832,2023
PROVIDENCE,0,0,3,342,29,3685,105,0,0,0,10,0,0,4174,2023
PROVIDENCE,0,0,0,92,0,38,0,0,0,0,0,0,0,130,2023
PROVO,0,0,0,0,9,2015,0,0,0,0,0,0,0,2024,2023
PROVO,0,0,60,232,374,30548,1322,0,0,0,146,0,0,32682,2023
PROVO,0,0,43,1599,210,27046,713,0,0,1,84,2,0,29698,2023
PROVO,0,0,3,930,0,266,0,0,0,0,0,7,0,1206,2023
RANDLETT,0,0,0,0,0,19,0,0,0,0,0,0,0,19,2023
RANDLETT,0,0,0,1,0,150,2,0,0,0,0,0,0,153,2023
RANDLETT,0,0,0,60,0,281,1,0,0,0,0,0,0,342,2023
RANDLETT,0,0,0,32,0,1,0,0,0,0,0,0,0,33,2023
RANDOLPH,0,0,0,0,0,9,0,0,0,0,0,0,0,9,2023
RANDOLPH,0,0,1,4,0,285,0,0,0,0,0,0,0,290,2023
RANDOLPH,0,0,1,198,0,451,0,0,0,0,0,0,0,650,2023
RANDOLPH,0,0,0,82,0,9,0,0,0,0,0,0,0,91,2023
REDMOND,0,0,0,0,0,19,0,0,0,0,0,0,0,19,2023
REDMOND,0,0,1,3,0,351,3,0,0,0,1,0,0,359,2023
REDMOND,0,0,3,180,0,549,1,0,0,0,0,0,0,733,2023
REDMOND,0,0,1,72,0,13,0,0,0,0,0,0,0,86,2023
RICHFIELD,0,0,0,0,0,238,0,0,0,0,0,0,0,238,2023
RICHFIELD,0,0,13,29,4,3120,62,0,0,0,4,0,0,3232,2023
RICHFIELD,0,0,9,888,5,4128,32,0,0,0,6,0,0,5068,2023
RICHFIELD,0,0,4,516,0,73,0,0,0,0,0,0,0,593,2023
RICHMOND,0,0,0,0,0,109,0,0,0,0,0,0,0,109,2023
RICHMOND,0,0,3,16,4,990,23,0,0,0,5,0,0,1041,2023
RICHMOND,0,0,1,223,2,1396,20,0,0,0,1,0,0,1643,2023
RICHMOND,0,0,0,160,0,19,0,0,0,0,0,0,0,179,2023
RIVER HEIGHTS,0,0,0,0,0,81,0,0,0,0,0,0,0,81,2023
RIVER HEIGHTS,0,0,1,10,10,511,19,0,0,0,3,0,0,554,2023
RIVER HEIGHTS,0,0,1,49,6,700,17,0,0,0,0,0,0,773,2023
RIVER HEIGHTS,0,0,0,18,0,3,0,0,0,0,0,0,0,21,2023
RIVERDALE,0,0,0,0,0,243,0,0,0,0,0,0,0,243,2023
RIVERDALE,0,0,3,5,18,2437,60,0,0,0,3,0,0,2526,2023
RIVERDALE,0,0,0,238,8,2349,45,0,0,0,1,0,0,2641,2023
RIVERDALE,0,0,11,125,0,38,0,0,0,0,0,0,0,174,2023
RIVERSIDE,0,0,0,0,0,12,0,0,0,0,0,0,0,12,2023
RIVERSIDE,0,0,0,1,0,132,2,0,0,0,0,0,0,135,2023
RIVERSIDE,0,0,0,71,2,187,1,0,0,0,0,0,0,261,2023
RIVERSIDE,0,0,0,27,0,4,0,0,0,0,0,0,0,31,2023
RIVERTON,0,0,0,0,1,1205,0,0,0,2,0,0,0,1208,2023
RIVERTON,0,0,28,98,227,14041,487,0,0,0,69,0,0,14950,2023
RIVERTON,0,0,25,2467,128,16403,306,0,0,0,69,0,0,19398,2023
RIVERTON,0,0,2,555,0,241,0,0,0,0,0,0,0,798,2023
ROCKVILLE,0,0,0,0,0,14,0,0,0,0,0,0,0,14,2023
ROCKVILLE,0,0,0,2,2,107,10,0,0,0,1,0,0,122,2023
ROCKVILLE,0,0,1,28,2,174,3,0,0,0,1,0,0,209,2023
ROCKVILLE,0,0,0,6,0,2,0,0,0,0,0,0,0,8,2023
ROCKY RIDGE,0,0,0,0,0,9,0,0,0,0,0,0,0,9,2023
ROCKY RIDGE,0,0,0,1,0,207,12,0,0,0,1,0,0,221,2023
ROCKY RIDGE,0,0,1,40,0,162,1,0,0,0,0,0,0,204,2023
ROCKY RIDGE,0,0,0,22,0,0,0,0,0,0,0,0,0,22,2023
ROOSEVELT,0,0,0,0,0,403,0,0,0,0,0,0,0,403,2023
ROOSEVELT,0,0,4,32,5,3322,46,0,0,0,7,0,0,3416,2023
ROOSEVELT,0,0,11,1541,3,6386,39,0,0,0,6,0,0,7986,2023
ROOSEVELT,0,0,1,1208,0,115,0,0,0,0,0,8,0,1332,2023
ROY,0,0,0,0,1,1198,0,0,0,1,0,0,0,1200,2023
ROY,0,0,26,110,56,13464,292,0,1,1,31,0,0,13981,2023
ROY,0,0,17,1680,25,13266,184,0,0,0,19,0,0,15191,2023
ROY,0,0,1,233,0,116,0,0,0,0,0,0,0,350,2023
RUSH VALLEY,0,0,0,0,0,23,0,0,0,0,0,0,0,23,2023
RUSH VALLEY,0,0,2,5,1,234,6,0,0,0,0,0,0,248,2023
RUSH VALLEY,0,0,0,161,0,284,1,0,0,0,0,0,0,446,2023
RUSH VALLEY,0,0,0,78,0,11,0,0,0,0,0,0,0,89,2023
SAINT GEORGE,0,0,0,0,7,3147,0,0,0,2,0,0,0,3156,2023
SAINT GEORGE,0,0,111,533,426,36935,1769,0,0,1,180,0,0,39955,2023
SAINT GEORGE,0,0,79,6581,292,46517,1057,0,0,1,130,0,0,54657,2023
SAINT GEORGE,0,0,20,4057,0,819,0,0,0,0,0,21,0,4917,2023
SALEM,0,0,0,0,1,280,0,0,0,0,0,0,0,281,2023
SALEM,0,0,9,54,33,3144,108,0,0,0,19,0,0,3367,2023
SALEM,0,0,3,723,31,4165,79,0,0,0,7,0,0,5008,2023
SALEM,0,0,1,177,0,45,0,0,0,0,0,0,0,223,2023
SALINA,0,0,0,0,0,82,0,0,0,0,0,0,0,82,2023
SALINA,0,0,5,13,0,1036,14,0,0,0,0,0,0,1068,2023
SALINA,0,0,4,472,1,1577,6,0,0,0,1,0,0,2061,2023
SALINA,0,0,1,673,0,31,0,0,0,0,0,0,0,705,2023
SALT LAKE CITY,0,0,0,0,57,7467,0,0,0,1,0,0,0,7525,2023
SALT LAKE CITY,0,0,170,781,2591,113614,4937,0,0,2,670,0,0,122765,2023
SALT LAKE CITY,0,0,156,9986,1588,135185,4338,0,0,0,712,0,0,151965,2023
SALT LAKE CITY,0,0,248,10391,22,2349,8,0,0,2,0,1,0,13021,2023
SANDY,0,0,0,0,14,3170,1,0,0,0,0,0,0,3185,2023
SANDY,0,0,51,271,678,36159,1249,0,0,0,179,0,0,38587,2023
SANDY,0,0,47,3228,508,42406,1146,0,0,0,186,0,0,47521,2023
SANDY,0,0,4,1080,0,484,0,0,0,0,0,0,0,1568,2023
SANTA CLARA,0,0,0,0,0,301,0,0,0,0,0,0,0,301,2023
SANTA CLARA,0,0,10,55,40,2671,135,0,0,0,15,0,0,2926,2023
SANTA CLARA,0,0,7,587,20,3530,69,0,0,0,11,0,0,4224,2023
SANTA CLARA,0,0,0,148,0,55,0,0,0,0,0,0,0,203,2023
SANTAQUIN,0,0,0,0,1,350,0,0,0,0,0,0,0,351,2023
SANTAQUIN,0,0,15,51,45,4339,123,0,0,0,20,0,0,4593,2023
SANTAQUIN,0,0,6,810,18,5192,83,0,0,0,13,0,0,6122,2023
SANTAQUIN,0,0,0,148,0,41,0,0,0,0,0,0,0,189,2023
SARATOGA SPRINGS,0,0,0,0,6,871,0,0,0,0,0,0,0,877,2023
SARATOGA SPRINGS,0,0,24,91,261,10759,528,0,0,0,102,0,0,11765,2023
SARATOGA SPRINGS,0,0,6,1009,185,13571,361,0,0,0,52,0,0,15184,2023
SARATOGA SPRINGS,0,0,0,283,0,81,0,0,0,0,0,0,0,364,2023
SCIPIO,0,0,0,0,0,13,0,0,0,0,0,0,0,13,2023
SCIPIO,0,0,0,4,1,142,4,0,0,0,0,0,0,151,2023
SCIPIO,0,0,1,89,0,222,1,0,0,0,0,0,0,313,2023
SCIPIO,0,0,0,13,0,4,0,0,0,0,0,0,0,17,2023
SCOFIELD,0,0,0,0,0,3,0,0,0,0,0,0,0,3,2023
SCOFIELD,0,0,0,3,0,52,2,0,0,0,0,0,0,57,2023
SCOFIELD,0,0,0,43,0,75,0,0,0,0,1,0,0,119,2023
SCOFIELD,0,0,0,11,0,2,0,0,0,0,0,0,0,13,2023
SEVIER,0,0,0,0,0,14,0,0,0,0,0,0,0,14,2023
SEVIER,0,0,0,0,0,77,0,0,0,0,0,0,0,77,2023
SEVIER,0,0,0,33,0,102,0,0,0,0,0,0,0,135,2023
SEVIER,0,0,0,10,0,1,0,0,0,0,0,0,0,11,2023
SIGURD,0,0,0,0,0,18,0,0,0,0,0,0,0,18,2023
SIGURD,0,0,2,4,0,223,4,0,0,0,0,0,0,233,2023
SIGURD,0,0,2,127,0,294,2,0,0,0,0,0,0,425,2023
SIGURD,0,0,0,101,0,6,0,0,0,0,0,0,0,107,2023
SMITHFIELD,0,0,0,0,1,551,0,0,0,0,0,0,0,552,2023
SMITHFIELD,0,0,12,52,31,4389,162,0,0,0,23,0,0,4669,2023
SMITHFIELD,0,0,7,684,23,5988,110,0,0,0,9,0,0,6821,2023
SMITHFIELD,0,0,1,387,0,74,0,0,0,0,0,0,0,462,2023
SNOWVILLE,0,0,0,0,0,5,0,0,0,0,0,0,0,5,2023
SNOWVILLE,0,0,0,1,0,90,1,0,0,0,0,0,0,92,2023
SNOWVILLE,0,0,0,52,0,138,2,0,0,0,0,0,0,192,2023
SNOWVILLE,0,0,0,31,0,3,0,0,0,0,0,0,0,34,2023
SOUTH JORDAN,0,0,0,0,8,1839,0,0,0,0,0,0,0,1847,2023
SOUTH JORDAN,0,0,49,173,610,23960,1104,0,0,0,174,0,0,26070,2023
SOUTH JORDAN,0,0,22,2680,527,29468,788,0,0,0,157,0,0,33642,2023
SOUTH JORDAN,0,0,4,534,0,340,0,0,0,0,0,0,0,878,2023
SOUTH OGDEN,0,0,0,0,0,253,0,0,0,0,0,0,0,253,2023
SOUTH OGDEN,0,0,4,21,33,2140,74,0,0,0,10,0,0,2282,2023
SOUTH OGDEN,0,0,0,181,29,2561,94,0,0,0,14,0,0,2879,2023
SOUTH OGDEN,0,0,0,55,0,21,0,0,0,0,0,0,0,76,2023
SOUTH SALT LAKE,0,0,0,0,3,299,0,0,0,0,0,0,0,302,2023
SOUTH SALT LAKE,0,0,6,19,97,4291,170,0,0,0,24,0,0,4607,2023
SOUTH SALT LAKE,0,0,7,508,58,5885,259,0,0,0,10,0,0,6727,2023
SOUTH SALT LAKE,0,0,4,866,2,117,0,0,0,0,0,0,0,989,2023
SOUTH WEBER,0,0,0,0,1,208,0,0,0,0,0,0,0,209,2023
SOUTH WEBER,0,0,3,23,35,2065,87,0,0,0,10,0,0,2223,2023
SOUTH WEBER,0,0,5,349,29,2560,67,0,0,0,9,0,0,3019,2023
SOUTH WEBER,0,0,0,53,0,29,0,0,0,0,0,0,0,82,2023
SPANISH FORK,0,0,0,0,4,1058,0,0,0,1,0,0,0,1063,2023
