City and Vehicle Type,,Alcohol,Butane,Compressed Natural Gas,Diesel,Electric,Gasoline,Hybrid,Hydrogen,Liquefied Natural Gas,Other,Plug-in Hybrid,Propane,Steam,TOTAL
,Light Truck,0,0,0,635,20,"2,795",73,0,0,0,6,0,0,"3,529"
,Heavy Truck,0,0,0,386,0,32,0,0,0,0,0,0,0,418
FAYETTE,Motorcycle - Standard,0,0,0,0,0,7,0,0,0,0,0,0,0,7
,Passenger - Standard,0,0,0,1,1,153,4,0,0,0,0,0,0,159
,Light Truck,0,0,0,39,1,195,2,0,0,0,0,0,0,237
,Heavy Truck,0,0,0,29,0,4,0,0,0,0,0,0,0,33
FERRON,Motorcycle - Standard,0,0,0,0,0,49,0,0,0,0,0,0,0,49
,Passenger - Standard,0,0,1,7,0,664,7,0,0,0,3,0,0,682
,Light Truck,0,0,0,293,2,910,7,0,0,0,1,0,0,"1,213"
,Heavy Truck,0,0,0,32,0,15,0,0,0,0,0,0,0,47
FIELDING,Motorcycle - Standard,0,0,0,0,0,26,0,0,0,0,0,0,0,26
,Passenger - Standard,0,0,1,4,0,328,4,0,0,0,4,0,0,341
,Light Truck,0,0,1,202,0,462,8,0,0,0,0,0,0,673
,Heavy Truck,0,0,0,77,0,4,0,0,0,0,0,0,0,81
FILLMORE,Motorcycle - Standard,0,0,0,0,0,70,0,0,0,0,0,0,0,70
,Passenger - Standard,0,0,4,21,2,"1,385",28,0,0,0,1,0,0,"1,441"
,Light Truck,0,0,3,431,0,"2,163",19,0,0,0,1,0,0,"2,617"
,Heavy Truck,0,0,0,191,0,27,0,0,0,0,0,0,0,218
FORT DUCHESNE,Motorcycle - Standard,0,0,0,0,0,48,0,0,0,0,0,0,0,48
,Passenger - Standard,0,0,0,2,0,534,2,0,0,0,1,0,0,539
,Light Truck,0,0,1,216,0,"1,206",7,0,0,0,1,0,0,"1,431"
,Heavy Truck,0,0,0,163,0,18,0,0,0,0,0,0,0,181
FOUNTAIN GREEN,Motorcycle - Standard,0,0,0,0,0,43,0,0,0,0,0,0,0,43
,Passenger - Standard,0,0,5,7,2,601,13,0,0,0,0,0,0,628
,Light Truck,0,0,1,262,1,753,8,0,0,0,1,0,0,"1,026"
,Heavy Truck,0,0,1,57,0,16,0,0,0,0,0,0,0,74
FRANCIS,Motorcycle - Standard,0,0,0,0,0,58,0,0,0,0,0,0,0,58
,Passenger - Standard,0,0,0,7,3,348,7,0,0,0,1,0,0,366
,Light Truck,0,0,0,189,10,725,22,0,0,0,4,0,0,950
,Heavy Truck,0,0,0,49,0,10,0,0,0,0,0,0,0,59
FREMONT,Motorcycle - Standard,0,0,0,0,0,12,0,0,0,0,0,0,0,12
,Passenger - Standard,0,0,0,1,0,123,5,0,0,0,0,0,0,129
,Light Truck,0,0,0,84,0,221,3,0,0,0,1,0,0,309
,Heavy Truck,0,0,0,8,0,1,0,0,0,0,0,0,0,9
FRUIT HEIGHTS,Motorcycle - Standard,0,0,0,0,1,208,0,0,0,0,0,0,0,209
,Passenger - Standard,0,0,7,16,59,"1,759",81,0,0,0,17,0,0,"1,939"
,Light Truck,0,0,4,181,76,"2,322",93,0,0,0,13,0,0,"2,689"
,Heavy Truck,0,0,0,20,0,17,0,0,0,0,0,0,0,37
FRUITLAND,Motorcycle - Standard,0,0,0,0,0,40,0,0,0,0,0,0,0,40
,Passenger - Standard,0,0,0,14,1,436,1,0,0,0,1,0,0,453
,Light Truck,0,0,2,307,0,694,3,0,0,0,1,0,0,"1,007"
,Heavy Truck,0,0,0,71,0,15,0,0,0,0,0,0,0,86
GARDEN CITY,Motorcycle - Standard,0,0,0,0,0,100,0,0,0,0,0,0,0,100
,Passenger - Standard,0,0,1,7,1,512,23,0,0,1,6,0,0,551
,Light Truck,0,0,2,322,4,884,18,0,0,0,4,0,0,"1,234"
,Heavy Truck,0,0,0,81,0,23,0,0,0,0,0,0,0,104
GARLAND,Motorcycle - Standard,0,0,0,0,2,134,0,0,0,0,0,0,0,136
,Passenger - Standard,0,0,4,33,6,"1,699",40,0,0,0,6,0,0,"1,788"
,Light Truck,0,0,3,635,1,"2,023",28,0,0,0,2,0,0,"2,692"
,Heavy Truck,0,0,0,166,0,29,0,0,0,0,0,0,0,195
GENOLA,Motorcycle - Standard,0,0,0,0,0,51,0,0,0,0,0,0,0,51
,Passenger - Standard,0,0,2,9,4,482,12,0,0,0,3,0,0,512
,Light Truck,0,0,3,235,3,691,7,0,0,0,0,0,0,939
,Heavy Truck,0,0,0,95,0,9,0,0,0,0,0,0,0,104
GLENDALE,Motorcycle - Standard,0,0,0,0,0,7,0,0,0,0,0,0,0,7
,Passenger - Standard,0,0,0,3,0,137,3,0,0,0,1,0,0,144
,Light Truck,0,0,0,108,0,277,2,0,0,0,1,0,0,388
,Heavy Truck,0,0,0,28,0,3,0,0,0,0,0,0,0,31
GLENWOOD,Motorcycle - Standard,0,0,0,0,0,22,0,0,0,0,0,0,0,22
,Passenger - Standard,0,0,2,8,0,212,4,0,0,0,0,0,0,226
,Light Truck,0,0,1,115,1,352,5,0,0,0,1,0,0,475
,Heavy Truck,0,0,0,20,0,2,0,0,0,0,0,0,0,22
GOSHEN,Motorcycle - Standard,0,0,0,0,1,16,0,0,0,0,0,0,0,17
,Passenger - Standard,0,0,2,3,0,338,4,0,0,0,1,0,0,348
,Light Truck,0,0,0,119,1,414,2,0,0,0,2,0,0,538
,Heavy Truck,0,0,0,46,0,7,0,0,0,0,0,0,0,53
GRANTSVILLE,Motorcycle - Standard,0,0,0,0,0,539,0,0,0,0,0,0,0,539
,Passenger - Standard,0,0,10,95,41,"6,403",155,0,0,0,24,0,0,"6,728"
,Light Truck,0,0,12,"2,068",27,"6,830",76,0,0,0,13,0,0,"9,026"
,Heavy Truck,0,0,0,308,0,104,0,0,0,0,0,0,0,412
GREEN RIVER,Motorcycle - Standard,0,0,0,0,0,20,0,0,0,0,0,0,0,20
,Passenger - Standard,0,0,1,10,0,385,7,0,0,0,3,0,0,406
,Light Truck,0,0,0,173,0,582,4,0,0,0,1,0,0,760
,Heavy Truck,0,0,0,72,0,7,0,0,0,0,0,0,0,79
GREENVILLE,Passenger - Standard,0,0,0,0,0,61,1,0,0,0,0,0,0,62
,Light Truck,0,0,0,38,0,96,1,0,0,0,0,0,0,135
,Heavy Truck,0,0,0,6,0,1,0,0,0,0,0,0,0,7
GUNNISON,Motorcycle - Standard,0,0,0,0,1,56,0,0,0,0,0,0,0,57
,Passenger - Standard,0,0,1,10,3,736,10,0,0,0,1,0,0,761
,Light Truck,0,0,1,279,1,"1,218",6,0,0,0,1,0,0,"1,506"
,Heavy Truck,0,0,0,99,0,13,0,0,0,0,0,0,0,112
HANKSVILLE,Motorcycle - Standard,0,0,0,0,0,10,0,0,0,0,0,0,0,10
,Passenger - Standard,0,0,0,1,0,93,0,0,0,0,0,0,0,94
,Light Truck,0,0,0,43,0,135,1,0,0,0,0,0,0,179
,Heavy Truck,0,0,0,21,0,2,0,0,0,0,0,0,0,23
HANNA,Motorcycle - Standard,0,0,0,0,0,7,0,0,0,0,0,0,0,7
,Passenger - Standard,0,0,0,2,0,91,1,0,0,0,0,0,0,94
,Light Truck,0,0,0,70,0,162,3,0,0,0,0,0,0,235
,Heavy Truck,0,0,0,10,0,1,0,0,0,0,0,0,0,11
HARRISVILLE,Motorcycle - Standard,0,0,0,0,0,199,0,0,0,0,0,0,0,199
,Passenger - Standard,0,0,4,16,9,"1,522",43,0,0,0,2,0,0,"1,596"
,Light Truck,0,0,3,284,6,"1,855",42,0,0,0,2,1,0,"2,193"
,Heavy Truck,0,0,0,43,0,24,0,0,0,0,0,0,0,67
HATCH,Motorcycle - Standard,0,0,0,0,0,15,0,0,0,0,0,0,0,15
,Passenger - Standard,0,0,1,0,0,106,0,0,0,0,2,0,0,109
,Light Truck,0,0,0,92,0,309,3,0,0,0,0,0,0,404
,Heavy Truck,0,0,0,39,0,2,0,0,0,0,0,0,0,41
HEBER,Motorcycle - Standard,0,0,0,0,70,"1,002",0,0,0,2,0,0,0,"1,074"
,Passenger - Standard,0,0,22,179,115,"8,518",212,0,0,0,26,0,0,"9,072"
,Light Truck,0,0,17,"2,736",198,"15,396",322,0,0,0,77,0,0,"18,746"
,Heavy Truck,0,0,3,938,0,168,0,0,0,0,0,0,0,"1,109"
HELPER,Motorcycle - Standard,0,0,0,0,0,156,0,0,0,0,0,0,0,156
,Passenger - Standard,0,0,7,18,1,"1,619",25,0,0,0,5,0,0,"1,675"
,Light Truck,0,0,4,511,4,"2,314",10,0,0,0,2,0,0,"2,845"
,Heavy Truck,0,0,0,145,0,30,0,0,0,0,0,0,0,175
HENEFER,Motorcycle - Standard,0,0,0,0,0,38,0,0,0,0,0,0,0,38
,Passenger - Standard,0,0,1,11,3,430,19,0,0,0,5,0,0,469
,Light Truck,0,0,0,238,1,664,17,0,0,0,2,0,0,922
,Heavy Truck,0,0,0,81,0,4,0,0,0,0,0,0,0,85
HENRIEVILLE,Motorcycle - Standard,0,0,0,0,0,5,0,0,0,0,0,0,0,5
,Passenger - Standard,0,0,0,2,1,77,2,0,0,0,0,0,0,82
,Light Truck,0,0,0,38,0,133,2,0,0,0,0,0,0,173
,Heavy Truck,0,0,0,3,0,0,0,0,0,0,0,0,0,3
HERRIMAN,Motorcycle - Standard,0,0,0,0,5,"1,373",0,0,0,0,0,0,0,"1,378"
,Passenger - Standard,0,0,28,111,414,"16,383",677,0,0,0,101,0,0,"17,714"
,Light Truck,0,0,16,"2,286",423,"21,518",630,0,0,0,124,1,0,"24,998"
,Heavy Truck,0,0,0,501,0,171,0,0,0,0,0,1,0,673
HIDEOUT,Motorcycle - Standard,0,0,0,0,1,23,0,0,0,0,0,0,0,24
,Passenger - Standard,0,0,0,2,9,267,4,0,0,0,1,0,0,283
,Light Truck,0,0,1,30,35,685,23,0,0,0,13,0,0,787
,Heavy Truck,0,0,0,8,0,2,0,0,0,0,0,0,0,10
HIGHLAND,Motorcycle - Standard,0,0,0,0,2,540,0,0,0,1,0,0,0,543
,Passenger - Standard,0,0,13,54,232,"5,384",284,0,0,0,44,0,0,"6,011"
,Light Truck,0,0,7,891,276,"8,229",356,0,0,0,70,0,0,"9,829"
,Heavy Truck,0,0,0,251,0,56,0,0,0,0,0,0,0,307
HILDALE,Motorcycle - Standard,0,0,0,0,0,15,0,0,0,0,0,0,0,15
,Passenger - Standard,0,0,0,9,2,443,29,0,0,0,0,0,0,483
,Light Truck,0,0,2,242,3,586,19,0,0,0,1,0,0,853
,Heavy Truck,0,0,0,107,0,6,0,0,0,0,0,0,0,113
HILL AIR FORCE BASE,Motorcycle - Standard,0,0,0,0,1,85,0,0,0,0,0,0,0,86
,Passenger - Standard,0,0,0,8,7,601,19,0,0,0,0,0,0,635
,Light Truck,0,0,0,32,8,"1,071",24,0,0,0,7,0,0,"1,142"
,Heavy Truck,0,0,0,32,0,7,0,0,0,0,0,0,0,39
HINCKLEY,Motorcycle - Standard,0,0,0,0,0,15,0,0,0,0,0,0,0,15
,Passenger - Standard,0,0,1,6,0,369,2,0,0,0,0,0,0,378
,Light Truck,0,0,0,165,0,480,0,0,0,0,1,0,0,646
,Heavy Truck,0,0,0,24,0,4,0,0,0,0,0,0,0,28
HOLDEN,Motorcycle - Standard,0,0,0,0,0,6,0,0,0,0,0,0,0,6
,Passenger - Standard,0,0,0,10,1,209,4,0,0,0,1,0,0,225
,Light Truck,0,0,0,96,0,333,2,0,0,0,0,0,0,431
,Heavy Truck,0,0,0,23,0,10,0,0,0,0,0,0,0,33
HOLLADAY,Motorcycle - Standard,0,0,0,0,5,443,0,0,0,0,0,0,0,448
,Passenger - Standard,0,0,10,45,210,"4,332",207,0,0,0,35,0,0,"4,839"
,Light Truck,0,0,5,408,287,"6,766",332,0,0,0,97,0,0,"7,895"
,Heavy Truck,0,0,0,50,0,36,0,0,0,0,0,0,0,86
HONEYVILLE,Motorcycle - Standard,0,0,0,0,0,56,0,0,0,0,0,0,0,56
,Passenger - Standard,0,0,2,19,4,546,17,0,0,0,3,0,0,591
,Light Truck,0,0,3,259,1,651,6,0,0,0,0,0,0,920
,Heavy Truck,0,0,0,54,0,5,0,0,0,0,0,0,0,59
HOOPER,Motorcycle - Standard,0,0,0,0,1,331,0,0,0,0,0,0,0,332
,Passenger - Standard,0,1,7,46,33,"3,185",81,0,0,1,13,0,0,"3,367"
,Light Truck,0,0,4,"1,185",22,"4,074",82,0,0,0,17,0,0,"5,384"
,Heavy Truck,0,0,0,215,0,65,0,0,0,0,0,0,0,280
HOWELL,Motorcycle - Standard,0,0,0,0,0,6,0,0,0,0,0,0,0,6
,Passenger - Standard,0,0,0,3,0,96,4,0,0,0,0,0,0,103
,Light Truck,0,0,1,73,0,118,1,0,0,0,0,0,0,193
,Heavy Truck,0,0,0,15,0,2,0,0,0,0,0,0,0,17
HUNTINGTON,Motorcycle - Standard,0,0,0,0,0,44,0,0,0,0,0,0,0,44
,Passenger - Standard,0,0,2,27,0,"1,074",10,0,0,0,0,0,0,"1,113"
,Light Truck,0,0,2,455,1,"1,489",9,0,0,0,1,0,0,"1,957"
,Heavy Truck,0,0,0,232,0,31,0,0,0,0,0,0,0,263
HUNTSVILLE,Motorcycle - Standard,0,0,0,0,2,204,0,0,0,0,0,0,0,206
,Passenger - Standard,0,0,4,18,23,756,22,0,0,0,4,0,0,827
,Light Truck,0,0,1,331,34,"1,538",48,0,0,0,3,0,0,"1,955"
,Heavy Truck,0,0,0,58,0,17,0,0,0,0,0,0,0,75
HURRICANE,Motorcycle - Standard,0,0,0,0,2,"1,093",0,0,0,1,0,0,0,"1,096"
,Passenger - Standard,0,0,29,187,77,"8,122",388,1,0,0,38,0,0,"8,842"
,Light Truck,0,0,33,"2,301",87,"11,792",233,0,0,0,38,1,0,"14,485"
,Heavy Truck,0,0,2,862,0,243,0,0,0,0,0,4,0,"1,111"
HYDE PARK,Motorcycle - Standard,0,0,0,0,1,237,0,0,0,1,0,0,0,239
,Passenger - Standard,0,0,4,19,26,"1,626",61,0,0,0,13,0,0,"1,749"
,Light Truck,0,0,2,290,25,"2,669",101,0,0,0,14,0,0,"3,101"
,Heavy Truck,0,0,0,88,0,34,0,0,0,0,0,0,0,122
HYRUM,Motorcycle - Standard,0,0,0,0,0,345,0,0,0,0,0,0,0,345
,Passenger - Standard,0,0,0,43,25,"3,215",114,0,0,0,18,0,0,"3,415"
,Light Truck,0,0,2,539,22,"4,535",76,0,0,0,7,0,0,"5,181"
,Heavy Truck,0,0,1,128,0,30,0,0,0,0,0,0,0,159
INDIANOLA,Motorcycle - Standard,0,0,0,0,0,4,0,0,0,0,0,0,0,4
,Passenger - Standard,0,0,0,2,0,69,1,0,0,0,1,0,0,73
,Light Truck,0,0,0,45,0,102,1,0,0,0,2,0,0,150
,Heavy Truck,0,0,0,7,0,0,0,0,0,0,0,0,0,7
IVINS,Motorcycle - Standard,0,0,0,0,4,440,0,0,0,1,0,0,0,445
,Passenger - Standard,0,0,7,58,61,"3,511",192,0,0,0,26,0,0,"3,855"
,Light Truck,0,0,10,615,59,"4,993",187,0,0,0,40,0,0,"5,904"
,Heavy Truck,0,0,1,161,0,61,0,0,0,0,0,0,0,223
JENSEN,Motorcycle - Standard,0,0,0,0,0,33,0,0,0,0,0,0,0,33
,Passenger - Standard,0,0,1,2,0,231,4,0,0,0,0,0,0,238
,Light Truck,0,0,0,215,0,515,3,0,0,0,0,0,0,733
,Heavy Truck,0,0,0,45,0,8,0,0,0,0,0,0,0,53
JOSEPH,Motorcycle - Standard,0,0,0,0,0,22,0,0,0,0,0,0,0,22
,Passenger - Standard,0,0,1,1,0,204,2,0,0,0,1,0,0,209
,Light Truck,0,0,2,72,0,285,2,0,0,0,2,0,0,363
,Heavy Truck,0,0,0,10,0,6,0,0,0,0,0,0,0,16
JUNCTION,Motorcycle - Standard,0,0,0,0,0,7,0,0,0,0,0,0,0,7
,Passenger - Standard,0,0,0,1,0,127,2,0,0,0,1,0,0,131
